date_bjt,time_bjt,match,team,home_adaptation_multiplier,travel_multiplier,weather_multiplier,cohesion_multiplier,injury_multiplier,opponent_attack_multiplier,tempo_multiplier,weather_high_c,travel_km,analysis_notes,source_urls
2026-07-05,05:00,Paraguay vs France,Paraguay,,1.00,0.98,1.00,0.99,1.03,0.96,38,7600,"Paraguay's Germany upset was a low-block, low-event penalty route rather than open dominance. Philadelphia heat and France quality point to a compact survival plan with limited counter/set-piece scoring route.","aljazeera:https://www.aljazeera.com/sports/2026/6/30/how-germany-were-handed-a-world-cup-humbling-and-what-it-means-to-paraguay; rotowire:https://www.rotowire.com/soccer/article/france-vs-paraguay-picks-tips-odds-best-bets-2026-world-cup-round-of-16-121004; pickdawgz:https://pickdawgz.com/soccer-picks/2026-07-04/paraguay-vs-france-prediction-world-cup-picks"
2026-07-05,05:00,Paraguay vs France,France,,1.00,0.97,1.01,1.01,1.02,0.96,38,7800,"France have Mbappe expected and remain the strongest live-ranking team, but the R16 setting, extreme heat and Paraguay low block argue against a 6-8 main tail. Keep France win edge with controlled high-side backup.","si:https://www.si.com/soccer/france-predicted-lineup-vs-paraguay-world-cup-7-4-26; rotowire:https://www.rotowire.com/soccer/article/france-vs-paraguay-picks-tips-odds-best-bets-2026-world-cup-round-of-16-121004; pickdawgz:https://pickdawgz.com/soccer-picks/2026-07-04/paraguay-vs-france-prediction-world-cup-picks"
2026-07-06,04:00,Brazil vs Norway,Brazil,,1.00,1.00,1.01,0.96,1.04,1.02,27,7600,"Brazil are live-rank 5 favorites, but Raphinha and Lucas Paqueta attacking absences plus Neymar not projected to start reduce creation certainty. Norway's Haaland/Sorloth direct route means Brazil edge should not be treated as clean-sheet control.","rotowire:https://www.rotowire.com/soccer/article/brazil-vs-norway-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121006; goal:https://www.goal.com/en-us/news/brazil-norway-world-cup-preview/blt6910d0cef5c2220b; covers:https://www.covers.com/world-cup/brazil-vs-norway-prediction-picks-odds-sunday-7-5-2026"
2026-07-06,04:00,Brazil vs Norway,Norway,,1.00,1.00,1.00,0.99,1.08,1.04,27,5900,"Norway have Haaland expected in the front line and have scored in every match, while Brazil can be attacked by longer balls into Haaland/Sorloth. Julian Ryerson is questionable, so keep Norway scoring route but not a full upset main call.","rotowire:https://www.rotowire.com/soccer/article/brazil-vs-norway-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121006; goal:https://www.goal.com/en-us/news/brazil-norway-world-cup-preview/blt6910d0cef5c2220b; covers:https://www.covers.com/world-cup/brazil-vs-norway-prediction-picks-odds-sunday-7-5-2026"
2026-07-06,08:00,Mexico vs England,Mexico,1.08,1.00,0.99,1.03,1.02,1.05,1.02,24,0,"Mexico have home and altitude advantage at Estadio Azteca, four wins and no goals conceded in this tournament. External betting analysis gives Mexico qualification value, so keep the draw/upset route serious rather than treating England as a clean favorite.","rotowire:https://www.rotowire.com/soccer/article/mexico-vs-england-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121007; covers:https://www.covers.com/world-cup/mexico-vs-england-prediction-picks-odds-sunday-7-5-2026"
2026-07-06,08:00,Mexico vs England,England,,0.96,0.99,1.01,0.97,1.02,1.01,24,8900,"England remain live-rank 4 with Kane expected, but Mexico City altitude, home crowd, James fitness doubt and possible Rice/Quansah issues reduce certainty. Keep England scoring quality but avoid a comfortable-win read.","rotowire:https://www.rotowire.com/soccer/article/mexico-vs-england-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-round-of-16-121007; covers:https://www.covers.com/world-cup/mexico-vs-england-prediction-picks-odds-sunday-7-5-2026"
2026-07-07,03:00,Portugal vs Spain,Portugal,,1.00,1.00,1.00,0.94,1.04,0.96,30,7500,"Portugal are live-rank 6 but enter with multiple attacking or defensive absences and doubts around Vitinha, Pedro Neto, Pepe and Joao Cancelo. Ronaldo gives a box route, but Spain's clean-sheet run and control profile reduce Portugal scoring certainty.","si:https://www.si.com/soccer/portugal-vs-spain-world-cup-preview-predictions-lineups-7-6-26; si_lineup:https://www.si.com/soccer/portugal-predicted-lineup-vs-spain-world-cup-7-6-26; covers:https://www.covers.com/world-cup/spain-vs-portugal-prediction-picks-odds-monday-7-6-2026"
2026-07-07,03:00,Portugal vs Spain,Spain,,1.00,1.00,1.01,1.02,1.03,0.96,30,8300,"Spain are live-rank 2 with four straight wins since the opening draw, no goals conceded and Yamal expected in the front line. Keep Spain edge, but Portugal are credible enough to keep this a narrow R16 match rather than a blowout.","si:https://www.si.com/soccer/portugal-vs-spain-world-cup-preview-predictions-lineups-7-6-26; covers:https://www.covers.com/world-cup/spain-vs-portugal-prediction-picks-odds-monday-7-6-2026; analyst:https://theanalyst.com/2026/07/portugal-vs-spain-prediction-world-cup-2026"
2026-07-07,08:00,United States vs Belgium,United States,1.06,1.02,1.00,1.02,1.02,1.05,1.03,22,0,"USA have home advantage in Seattle, and Balogun's suspension was lifted, keeping the Pulisic/Balogun/Weah route intact. Prior Turkey loss and Belgium's Lukaku/De Bruyne quality keep defensive leakage risk; treat as close upset-capable, not USA control.","fanduel:https://www.fanduel.com/research/usa-vs-belgium-prediction-picks-lineups-and-best-bets-today-for-world-cup-2026-round-of-16; si:https://www.si.com/soccer/usa-vs-belgium-world-cup-preview-predictions-lineups-7-6-26; ussoccer:https://www.ussoccer.com/stories/2026/07/usmnt-vs-belgium-match-history-2026-fifa-world-cup-round-of-16"
2026-07-07,08:00,United States vs Belgium,Belgium,,1.00,1.00,1.01,1.00,1.05,1.04,22,7900,"Belgium are live-rank 9 and external odds lean Belgium, with Lukaku and De Bruyne routes and high-event recent results. Their 2-2 Senegal match shows defensive leakage, so keep Belgium slight edge with both-team-scoring risk.","fanduel:https://www.fanduel.com/research/usa-vs-belgium-prediction-picks-lineups-and-best-bets-today-for-world-cup-2026-round-of-16; si:https://www.si.com/soccer/usa-vs-belgium-world-cup-preview-predictions-lineups-7-6-26; ussoccer:https://www.ussoccer.com/stories/2026/07/usmnt-vs-belgium-match-history-2026-fifa-world-cup-round-of-16"
2026-07-08,00:00,Argentina vs Egypt,Argentina,,1.00,1.00,1.01,1.00,1.02,0.94,27,8100,"Argentina are live-rank 3 and remain favorites, with Messi expected, but the Cape Verde draw exposed a lower-tempo issue against compact defensive blocks. Keep Argentina edge while avoiding a blowout default.","si:https://www.si.com/soccer/argentina-vs-egypt-world-cup-preview-predictions-lineups-7-7-26; squawka:https://www.squawka.com/us/news/world-cup/match-preview-argentina-vs-egypt-07-07-26-world-cup-2026-round-of-16/; covers:https://www.covers.com/world-cup/argentina-vs-egypt-prediction-picks-odds-tuesday-7-7-2026"
2026-07-08,00:00,Argentina vs Egypt,Egypt,,1.00,1.00,1.00,0.98,1.06,0.94,27,10000,"Egypt are live-rank 24 and advanced after a 1-1 knockout draw, with Salah still the main transition route. Injury/fitness reporting is mixed, so keep the counterattack route but do not turn it into a high-control upset read.","si:https://www.si.com/soccer/argentina-vs-egypt-world-cup-preview-predictions-lineups-7-7-26; guardian:https://www.theguardian.com/football/2026/jul/06/mohamed-salah-injury-liverpool-egypt-world-cup-2026-argentina; covers:https://www.covers.com/world-cup/argentina-vs-egypt-prediction-picks-odds-tuesday-7-7-2026"
2026-07-08,04:00,Switzerland vs Colombia,Switzerland,,1.00,1.00,1.01,1.00,1.03,0.94,21,8500,"Switzerland are live-rank 14, unbeaten in regulation and defensively stable after the Algeria clean sheet. Colombia are stronger in market/ranking signals, so keep Swiss one-goal route mainly through set pieces and transitions.","squawka:https://www.squawka.com/us/news/world-cup/match-preview-switzerland-vs-colombia-07-07-26-world-cup-2026-round-of-16/; goal:https://www.goal.com/en-us/lists/switzerland-vs-colombia-preview-predictions-lineups/bltb710e435ae2b2262; vsin:https://www.vsin.com/soccer/switzerland-vs-colombia-prediction-odds-and-picks-for-round-of-16-matchup-on-tuesday-july-7/"
2026-07-08,04:00,Switzerland vs Colombia,Colombia,,1.00,1.00,1.00,0.99,1.03,0.94,21,7900,"Colombia are live-rank 11 and externally favored, but recent outputs are narrow: 1-0 Ghana and 0-0 Portugal. Keep Colombia slight edge with low-event control rather than an open-game read.","squawka:https://www.squawka.com/us/news/world-cup/match-preview-switzerland-vs-colombia-07-07-26-world-cup-2026-round-of-16/; goal:https://www.goal.com/en-us/lists/switzerland-vs-colombia-preview-predictions-lineups/bltb710e435ae2b2262; draftkings:https://dknetwork.draftkings.com/2026/07/07/world-cup-2026-best-bets-switzerland-colombia-picks-odds-predictions/"
2026-07-10,04:00,France vs Morocco,France,,1.00,1.00,1.01,0.98,1.02,0.92,25,6000,"France are live-rank 1 and strong external favorites, with Mbappe expected, but the Paraguay match showed a low-event knockout control profile. Tchouameni suspension risk slightly reduces midfield control, so keep France edge without a blowout default.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/france-morocco-preview-live-stream-team-news-tickets; fanduel:https://www.fanduel.com/research/france-vs-morocco-prediction-picks-lineups-and-best-bets-today-for-world-cup-2026-quarterfinals; sportsmole:https://www.sportsmole.co.uk/football/france/world-cup-2026/preview/france-vs-morocco-prediction-team-news-lineups_600715.html"
2026-07-10,04:00,France vs Morocco,Morocco,,1.00,1.00,1.01,0.96,1.05,0.92,25,6200,"Morocco are live-rank 5, unbeaten in regulation and coming off a 3-0 Canada win, but Saibari is expected out or doubtful. Keep Morocco as a credible opponent with transition and set-piece routes, not a weak underdog.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/france-morocco-preview-live-stream-team-news-tickets; aljazeera:https://www.aljazeera.com/sports/2026/7/8/france-vs-morocco-fifa-world-cup-quarterfinal-all-to-know; sportsmole:https://www.sportsmole.co.uk/football/france/world-cup-2026/preview/france-vs-morocco-prediction-team-news-lineups_600715.html"
2026-07-11,03:00,Spain vs Belgium,Spain,,1.00,1.00,1.02,1.01,1.02,0.93,24,9300,"Spain are live-rank 2, FIFA rank 2, have conceded zero goals in five matches, and Yamal is expected to remain a main creation route. Treat Spain as the favorite, but the Portugal 1-0 match keeps the read narrow rather than a blowout.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/spain-v-belgium-live-stream-team-news-tickets-and-more; fox:https://www.foxsports.com/stories/soccer/spain-vs-belgium-match-preview-2026-fifa-world-cup; goal:https://www.goal.com/en-us/news/spain-belgium-world-cup-preview/blt1a7a9e35c22bbc19"
2026-07-11,03:00,Spain vs Belgium,Belgium,,1.00,1.00,1.01,1.02,1.06,0.96,24,8900,"Belgium are live-rank 9 with 12 goals scored and a 4-1 knockout win over the United States. De Bruyne and Lukaku/De Ketelaere routes keep a real one-goal tail, but Spain's clean-sheet profile limits the upset read.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/spain-v-belgium-live-stream-team-news-tickets-and-more; fox:https://www.foxsports.com/stories/soccer/spain-vs-belgium-match-preview-2026-fifa-world-cup; goal:https://www.goal.com/en-us/news/spain-belgium-world-cup-preview/blt1a7a9e35c22bbc19"
2026-07-12,05:00,Norway vs England,Norway,,1.00,0.97,1.01,1.03,1.07,1.01,31,7600,"Norway are live-rank 19 but have the biggest positive form jump outside the top teams, with Haaland driving a clear scoring route and a 2-1 Brazil upset. Their nine goals conceded keep defensive risk high, but this is a QF, so treat it as both-team-scoring risk rather than a collapse game.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/norway-england-preview-live-stream-team-news-tickets; fox:https://www.foxsports.com/stories/soccer/norway-vs-england-match-preview-2026-fifa-world-cup; goal:https://www.goal.com/en-us/news/norway-england-world-cup-preview/blt3a1c9f0d91f31b64"
2026-07-12,05:00,Norway vs England,England,,1.00,0.98,1.02,1.00,1.05,1.01,31,7100,"England are live-rank 4 and stronger overall, but the Mexico match showed defensive leakage and a red-card event. Kane keeps the favorite scoring route; Norway's Haaland route means England win is not a clean-sheet default, but without collapse evidence this stays below the 6-8 goal range.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/norway-england-preview-live-stream-team-news-tickets; fox:https://www.foxsports.com/stories/soccer/norway-vs-england-match-preview-2026-fifa-world-cup; goal:https://www.goal.com/en-us/news/norway-england-world-cup-preview/blt3a1c9f0d91f31b64"
2026-07-12,09:00,Argentina vs Switzerland,Argentina,,1.00,1.00,1.01,1.01,1.03,0.94,32,8500,"Argentina are live-rank 3 and still favorites, with Messi expected, but the Egypt match exposed defensive risk and the Cape Verde draw showed compact-block difficulty. Keep Argentina edge while avoiding a blowout default.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/argentina-switzerland-preview-live-stream-team-news-tickets; fox:https://www.foxsports.com/stories/soccer/argentina-vs-switzerland-match-preview-2026-fifa-world-cup; goal:https://www.goal.com/en-us/news/argentina-switzerland-world-cup-preview/blt53e9fbf74cb2701e"
2026-07-12,09:00,Argentina vs Switzerland,Switzerland,,1.00,0.97,1.01,1.00,1.06,0.93,32,7900,"Switzerland are live-rank 14, defensively stable, and advanced after a 0-0 against Colombia. They should be treated as a credible low-event opponent with a set-piece/transition one-goal route, not as a weak underdog.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/argentina-switzerland-preview-live-stream-team-news-tickets; fox:https://www.foxsports.com/stories/soccer/argentina-vs-switzerland-match-preview-2026-fifa-world-cup; goal:https://www.goal.com/en-us/news/argentina-switzerland-world-cup-preview/blt53e9fbf74cb2701e"
2026-07-15,03:00,France vs Spain,France,,1.00,1.00,1.02,1.00,1.04,1.00,29,7900,"France are live-rank 1 with 16 goals and two conceded. Mbappe and Dembele keep the finishing route, and Tchouameni is reported OK. However Spain beat France 2-1 in Euro 2024 and 5-4 in the 2025 Nations League, with Yamal/Spain's wide control repeatedly creating chances against France; raise Spain's scoring route and remove the pure low-event read.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/france-v-spain-live-stream-team-news-tickets-and-more; talksport:https://talksport.com/football/world-cup/4411809/france-v-spain-live-commentary-uk-kick-off-time-team-news/; uefa2024:https://www.uefa.com/uefaeuro/match/2036209--spain-vs-france/; uefa2025:https://www.uefa.com/uefanationsleague/match/2043065--spain-vs-france/"
2026-07-15,03:00,France vs Spain,Spain,,1.00,1.00,1.01,1.00,1.00,0.99,29,8400,"Spain are live-rank 2 and have conceded only once in six matches. Yamal remains the key creator and the control profile is strong. Recent head-to-head shows Spain have a style edge, but France still scored in both recent meetings and nearly chased down the 2025 5-4 match, so keep both-team-scoring risk.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/france-v-spain-live-stream-team-news-tickets-and-more; rotowire:https://www.rotowire.com/soccer/article/france-vs-spain-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-semifinal-122319; uefa2024:https://www.uefa.com/uefaeuro/match/2036209--spain-vs-france/; uefa2025:https://www.uefa.com/uefanationsleague/match/2043065--spain-vs-france/"
2026-07-16,03:00,England vs Argentina,England,,1.00,1.00,1.01,1.00,1.03,0.97,29,6500,"England are live-rank 4 and have Kane plus Bellingham as decisive routes. The Norway match required extra time and there is minor Bellingham shoulder speculation but no official injury confirmation. Argentina's Messi/set-piece route and England's recent concessions keep opponent scoring live.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/england-v-argentina-live-stream-team-news-tickets-and-more; guardian:https://www.theguardian.com/football/2026/jul/13/world-cup-2026-scouting-report-the-lowdown-on-england-semi-final-opponents-argentina; timesofindia:https://timesofindia.indiatimes.com/sports/international-sports/is-jude-bellingham-injured-ahead-of-the-world-cup-semi-final-argentina-media-cites-new-images/articleshow/132378618.cms"
2026-07-16,03:00,England vs Argentina,Argentina,,1.00,1.00,1.01,1.00,1.04,0.97,29,8000,"Argentina are live-rank 3 and Messi remains central, but the Switzerland match was 1-1 after 90 minutes and their right flank/physical duel profile is a concern against England pace and Bellingham/Kane. Keep Argentina scoring route without treating them as a clean favorite.","fifa:https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/england-v-argentina-live-stream-team-news-tickets-and-more; standard:https://www.standard.co.uk/sport/football/argentina-xi-vs-england-confirmed-team-news-predicted-lineup-injury-latest-world-cup-2026-b1289723.html; guardian:https://www.theguardian.com/football/2026/jul/13/world-cup-2026-scouting-report-the-lowdown-on-england-semi-final-opponents-argentina"
2026-07-20,03:00,Spain vs Argentina,Spain,,1.00,1.00,1.02,1.00,1.03,0.96,29,6200,"Spain are live-rank 1, have conceded only once in seven matches, and Yamal remains the main creation route. Final context and Argentina's Messi route keep this compact rather than a blowout.","ap:https://apnews.com/article/dee9ab213948b47949b4fe9a9dde246f; preview:https://www.houstonchronicle.com/world-cup/article/argentina-spain-preview-tv-time-channel-22349545.php"
2026-07-20,03:00,Spain vs Argentina,Argentina,,1.00,1.00,1.01,1.00,1.04,0.97,29,8500,"Argentina are live-rank 2 and Messi remains their creator-finisher/set-piece route. They beat England late but conceded again, so keep Argentina scoring live while respecting Spain's defensive suppression profile.","ap:https://apnews.com/article/dee9ab213948b47949b4fe9a9dde246f; preview:https://www.houstonchronicle.com/world-cup/article/argentina-spain-preview-tv-time-channel-22349545.php"
